site,product_id,details,actual_price,our_price,discount,percentage,availability,date
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295,4295,0,0,TRUE,11/20/2018 12:46
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970,20490,3355.8,14,TRUE,11/20/2018 12:46
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499,1499,0,0,TRUE,11/20/2018 12:46
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495,4777,3652.85,43,TRUE,11/20/2018 12:46
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255,5196,1059,17,TRUE,11/20/2018 12:46
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128,11999,14129,54,TRUE,11/20/2018 12:46
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495,7495,0,0,TRUE,11/20/2018 12:47
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,FALSE,11/20/2018 12:47
amazon,B0772GP9D7,Men's bicycle Short,1599,1599,0,0,TRUE,11/20/2018 12:47
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670,10185,2485,20,TRUE,11/20/2018 12:47
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999,499,500,50,TRUE,11/20/2018 12:47
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,396,396,0,0,TRUE,11/20/2018 12:47
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300,895,0,0,TRUE,11/20/2018 12:47
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699,2996,703,19,TRUE,11/20/2018 12:47
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,TRUE,11/20/2018 12:47
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520,458,62,12,TRUE,11/20/2018 12:47
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,396,396,0,0,TRUE,11/20/2018 12:47
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295,4295,0,0,TRUE,11/20/2018 15:13
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970,20490,3355.8,14,TRUE,11/20/2018 15:13
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499,1499,0,0,TRUE,11/20/2018 15:13
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495,4777,3652.85,43,TRUE,11/20/2018 15:13
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255,5196,1059,17,TRUE,11/20/2018 15:13
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128,11999,14129,54,TRUE,11/20/2018 15:13
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495,7495,0,0,TRUE,11/20/2018 15:13
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,FALSE,11/20/2018 15:14
amazon,B0772GP9D7,Men's bicycle Short,1599,1599,0,0,TRUE,11/20/2018 15:14
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670,10185,2485,20,TRUE,11/20/2018 15:14
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999,499,500,50,TRUE,11/20/2018 15:14
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,396,396,0,0,TRUE,11/20/2018 15:14
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300,895,0,0,TRUE,11/20/2018 15:14
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699,2996,703,19,TRUE,11/20/2018 15:14
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,TRUE,11/20/2018 15:14
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520,458,62,12,TRUE,11/20/2018 15:14
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,396,396,0,0,TRUE,11/20/2018 15:14
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295,4295,0,0,TRUE,11/20/2018 15:17
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970,20490,3355.8,14,TRUE,11/20/2018 15:17
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499,1499,0,0,TRUE,11/20/2018 15:17
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495,4777,3652.85,43,TRUE,11/20/2018 15:17
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255,5196,1059,17,TRUE,11/20/2018 15:17
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128,11999,14129,54,TRUE,11/20/2018 15:17
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495,7495,0,0,TRUE,11/20/2018 15:17
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,FALSE,11/20/2018 15:17
amazon,B0772GP9D7,Men's bicycle Short,1599,1599,0,0,TRUE,11/20/2018 15:17
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670,10185,2485,20,TRUE,11/20/2018 15:17
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999,499,500,50,TRUE,11/20/2018 15:17
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,396,396,0,0,TRUE,11/20/2018 15:17
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300,895,0,0,TRUE,11/20/2018 15:19
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699,2996,703,19,TRUE,11/20/2018 15:19
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,TRUE,11/20/2018 15:19
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520,458,62,12,TRUE,11/20/2018 15:19
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,396,396,0,0,TRUE,11/20/2018 15:19
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295,4295,0,0,TRUE,11/20/2018 19:19
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970,20490,3355.8,14,TRUE,11/20/2018 19:19
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499,1499,0,0,TRUE,11/20/2018 19:19
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495,4777,3652.85,43,TRUE,11/20/2018 19:19
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255,5149,1106,18,TRUE,11/20/2018 19:19
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",0,0,0,0,TRUE,11/20/2018 19:19
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495,7495,0,0,TRUE,11/20/2018 19:19
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,FALSE,11/20/2018 19:19
amazon,B0772GP9D7,Men's bicycle Short,1599,1599,0,0,TRUE,11/20/2018 19:19
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670,10185,2485,20,TRUE,11/20/2018 19:22
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999,499,500,50,TRUE,11/20/2018 19:22
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708,396,312,44,TRUE,11/20/2018 19:22
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300,895,0,0,TRUE,11/20/2018 19:22
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699,2996,703,19,TRUE,11/20/2018 19:22
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,TRUE,11/20/2018 19:22
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520,458,62,12,TRUE,11/20/2018 19:22
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708,396,312,44,TRUE,11/20/2018 19:22
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,20-Nov-2018 19:23:43
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20490.0,3355.8,14.0,True,20-Nov-2018 19:23:45
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,1499.0,0,0,True,20-Nov-2018 19:23:46
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,4777.0,3652.85,43.0,True,20-Nov-2018 19:23:47
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5149.0,1106.0,18.0,True,20-Nov-2018 19:23:54
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,20-Nov-2018 19:23:59
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495.0,7495.0,0,0,True,20-Nov-2018 19:24:04
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,False,20-Nov-2018 19:24:09
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,20-Nov-2018 19:24:12
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10185.0,2485.0,20.0,True,20-Nov-2018 19:24:14
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,499.0,500.0,50.0,True,20-Nov-2018 19:24:18
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,20-Nov-2018 19:24:22
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,20-Nov-2018 19:24:25
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,20-Nov-2018 19:24:28
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,20-Nov-2018 19:24:33
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,458.0,62.0,12.0,True,20-Nov-2018 19:24:36
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,20-Nov-2018 19:24:39
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,28-Nov-2018 12:05:06
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20490.0,3355.8,14.0,True,28-Nov-2018 12:05:10
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,1499.0,0,0,True,28-Nov-2018 12:05:16
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,6796.0,1699.0,20.0,True,28-Nov-2018 12:05:30
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5294.0,961.0,15.0,True,28-Nov-2018 12:05:52
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",0,0,0,0,True,28-Nov-2018 12:06:01
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495.0,7495.0,0,0,True,28-Nov-2018 12:06:08
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5995.0,0,0,True,28-Nov-2018 12:06:13
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,28-Nov-2018 12:06:17
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10185.0,2485.0,20.0,True,28-Nov-2018 12:06:22
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,475.0,524.0,52.0,True,28-Nov-2018 12:06:29
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,28-Nov-2018 12:06:39
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,28-Nov-2018 12:06:45
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2995.0,704.0,19.0,True,28-Nov-2018 12:06:54
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,28-Nov-2018 12:07:03
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,458.0,62.0,12.0,True,28-Nov-2018 12:07:14
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,28-Nov-2018 12:07:27
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,28-Nov-2018 17:42:55
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20490.0,3355.8,14.0,True,28-Nov-2018 17:42:58
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,1499.0,0,0,True,28-Nov-2018 17:42:59
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,6796.0,1699.0,20.0,True,28-Nov-2018 17:43:02
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5294.0,961.0,15.0,True,28-Nov-2018 17:43:10
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,28-Nov-2018 17:43:17
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495.0,7495.0,0,0,True,28-Nov-2018 17:43:26
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5995.0,0,0,True,28-Nov-2018 17:43:31
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,28-Nov-2018 17:45:11
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10185.0,2485.0,20.0,True,28-Nov-2018 17:45:15
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,475.0,524.0,52.0,True,28-Nov-2018 17:45:22
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,28-Nov-2018 17:45:27
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,28-Nov-2018 17:45:35
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,28-Nov-2018 17:45:41
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,333.0,187.0,36.0,True,28-Nov-2018 17:45:49
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,28-Nov-2018 17:46:00
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,29-Nov-2018 19:34:39
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20490.0,3355.8,14.0,True,29-Nov-2018 19:34:41
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,1499.0,0,0,True,29-Nov-2018 19:34:42
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,6796.0,1699.0,20.0,True,29-Nov-2018 19:34:44
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5294.0,961.0,15.0,True,29-Nov-2018 19:34:48
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,29-Nov-2018 19:34:50
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495.0,7495.0,0,0,True,29-Nov-2018 19:34:53
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5995.0,0,0,True,29-Nov-2018 19:34:55
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,29-Nov-2018 19:34:59
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10185.0,2485.0,20.0,True,29-Nov-2018 19:35:02
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,475.0,524.0,52.0,True,29-Nov-2018 19:35:04
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,29-Nov-2018 19:35:19
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,29-Nov-2018 19:35:39
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,29-Nov-2018 19:36:18
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,458.0,62.0,12.0,True,29-Nov-2018 19:36:23
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,29-Nov-2018 19:36:25
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,29-Nov-2018 22:01:42
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20490.0,3355.8,14.0,True,29-Nov-2018 22:01:47
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,1499.0,0,0,True,29-Nov-2018 22:01:48
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,6796.0,1699.0,20.0,True,29-Nov-2018 22:01:50
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5294.0,961.0,15.0,True,29-Nov-2018 22:02:02
