site,product_id,details,actual_price,our_price,discount,percentage,availability,date
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,29-Nov-2018 22:02:14
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,7495.0,7495.0,0,0,True,29-Nov-2018 22:02:23
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5995.0,0,0,True,29-Nov-2018 22:02:30
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,29-Nov-2018 22:02:41
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10185.0,2485.0,20.0,True,29-Nov-2018 22:02:50
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,475.0,524.0,52.0,True,29-Nov-2018 22:03:02
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,29-Nov-2018 22:03:13
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,29-Nov-2018 22:03:24
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,29-Nov-2018 22:03:35
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,458.0,62.0,12.0,True,29-Nov-2018 22:03:46
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,29-Nov-2018 22:03:59
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,11-Dec-2018 22:38:54
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,11-Dec-2018 22:38:56
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,899.0,599.6,40.0,True,11-Dec-2018 22:39:02
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,6796.0,1699.0,20.0,True,11-Dec-2018 22:39:03
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5290.0,965.0,15.0,True,11-Dec-2018 22:39:10
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,11-Dec-2018 22:39:17
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,11-Dec-2018 22:39:24
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,False,11-Dec-2018 22:39:27
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,11-Dec-2018 22:39:34
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,9781.0,2889.0,23.0,True,11-Dec-2018 22:39:38
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,11-Dec-2018 22:39:45
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,11-Dec-2018 22:39:54
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,11-Dec-2018 22:40:03
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,11-Dec-2018 22:40:15
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,511.0,9.0,2.0,True,11-Dec-2018 22:40:22
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,11-Dec-2018 22:40:27
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,11-Dec-2018 22:44:55
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,11-Dec-2018 22:45:01
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,899.0,599.6,40.0,True,11-Dec-2018 22:45:04
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,6796.0,1699.0,20.0,True,11-Dec-2018 22:45:06
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5290.0,965.0,15.0,True,11-Dec-2018 22:45:15
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,11-Dec-2018 22:45:25
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,11-Dec-2018 22:45:27
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,False,11-Dec-2018 22:45:35
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,11-Dec-2018 22:45:45
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,9781.0,2889.0,23.0,True,11-Dec-2018 22:45:56
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,11-Dec-2018 22:46:08
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,11-Dec-2018 22:46:23
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,11-Dec-2018 22:46:38
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,11-Dec-2018 22:46:45
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,511.0,9.0,2.0,True,11-Dec-2018 22:46:54
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,11-Dec-2018 22:47:01
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,12-Dec-2018 22:10:47
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,12-Dec-2018 22:10:49
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,899.0,599.6,40.0,True,12-Dec-2018 22:10:50
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,5097.0,3398.0,40.0,True,12-Dec-2018 22:10:52
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5270.0,985.0,16.0,True,12-Dec-2018 22:10:56
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,12-Dec-2018 22:11:00
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,12-Dec-2018 22:11:03
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5395.5,599.5,10.0,True,12-Dec-2018 22:11:06
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,12-Dec-2018 22:11:11
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,9781.0,2889.0,23.0,True,12-Dec-2018 22:11:14
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,12-Dec-2018 22:11:20
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,12-Dec-2018 22:11:24
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,12-Dec-2018 22:11:30
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,12-Dec-2018 22:11:34
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,518.0,2.0,0.0,True,12-Dec-2018 22:11:39
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,12-Dec-2018 22:11:44
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,12-Dec-2018 22:13:28
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,12-Dec-2018 22:13:30
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,899.0,599.6,40.0,True,12-Dec-2018 22:13:32
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,5097.0,3398.0,40.0,True,12-Dec-2018 22:13:33
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5270.0,985.0,16.0,True,12-Dec-2018 22:13:38
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,12-Dec-2018 22:13:42
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,12-Dec-2018 22:13:47
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5395.5,599.5,10.0,True,12-Dec-2018 22:13:51
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,12-Dec-2018 22:13:54
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,9781.0,2889.0,23.0,True,12-Dec-2018 22:13:58
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,12-Dec-2018 22:14:02
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,12-Dec-2018 22:14:07
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,12-Dec-2018 22:14:14
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,12-Dec-2018 22:14:19
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,518.0,2.0,0.0,True,12-Dec-2018 22:14:24
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,12-Dec-2018 22:14:28
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,19-Dec-2018 14:08:46
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,19-Dec-2018 14:08:47
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,899.0,599.6,40.0,True,19-Dec-2018 14:08:48
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,4587.0,3907.7,46.0,True,19-Dec-2018 14:08:49
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5240.0,1015.0,16.0,True,19-Dec-2018 14:08:51
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,19-Dec-2018 14:08:53
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,19-Dec-2018 14:08:56
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5095.75,899.25,15.0,True,19-Dec-2018 14:08:58
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,19-Dec-2018 14:09:00
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10287.86,2382.14,19.0,True,19-Dec-2018 14:09:03
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,19-Dec-2018 14:09:05
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,19-Dec-2018 14:09:07
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,19-Dec-2018 14:09:10
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,19-Dec-2018 14:09:12
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,518.0,2.0,0.0,True,19-Dec-2018 14:09:15
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,19-Dec-2018 14:09:18
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,19-Dec-2018 14:19:17
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,19-Dec-2018 14:19:19
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,899.0,599.6,40.0,True,19-Dec-2018 14:19:21
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,4587.0,3907.7,46.0,True,19-Dec-2018 14:19:24
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5240.0,1015.0,16.0,True,19-Dec-2018 14:19:33
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,19-Dec-2018 14:19:41
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,19-Dec-2018 14:19:48
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5095.75,899.25,15.0,True,19-Dec-2018 14:19:56
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,19-Dec-2018 14:20:06
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10287.86,2382.14,19.0,True,19-Dec-2018 14:20:16
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,19-Dec-2018 14:20:25
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,19-Dec-2018 14:20:36
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,19-Dec-2018 14:20:48
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,19-Dec-2018 14:20:58
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,518.0,2.0,0.0,True,19-Dec-2018 14:21:10
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,19-Dec-2018 14:21:17
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,Nike DART 12 MSL Running Shoes For Men,4295.0,4295.0,0,0,True,19-Dec-2018 14:24:23
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,19-Dec-2018 14:24:32
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,ADIDAS Solid Men Black Sports Shorts,1499.0,899.0,599.6,40.0,True,19-Dec-2018 14:24:34
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,Nike ZOOM SPAN 2 Running Shoes For Men,8495.0,4587.0,3907.7,46.0,True,19-Dec-2018 14:24:39
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5240.0,1015.0,16.0,True,19-Dec-2018 14:24:51
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,19-Dec-2018 14:25:09
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,19-Dec-2018 14:25:16
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),5995.0,5095.75,899.25,15.0,True,19-Dec-2018 14:25:27
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,19-Dec-2018 14:25:42
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10287.86,2382.14,19.0,True,19-Dec-2018 14:25:52
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,19-Dec-2018 14:26:03
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,19-Dec-2018 14:26:16
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,19-Dec-2018 14:26:31
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,19-Dec-2018 14:26:41
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,518.0,2.0,0.0,True,19-Dec-2018 14:26:52
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,19-Dec-2018 14:27:03
flipkart,https://www.flipkart.com/nike-dart-12-msl-running-shoes-men/p/itmf3xw5rkxhkpj7,DART 12 MSL Running Shoes For Men,4295.0,3042.0,0,0,True,20-Dec-2018 21:49:38
flipkart,https://www.flipkart.com/whirlpool-265-l-frost-free-double-door-2-star-refrigerator/p/itmf3hzzgct5dmun,Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,23970.0,20440.0,3355.8,14.0,True,20-Dec-2018 21:49:40
flipkart,https://www.flipkart.com/adidas-solid-men-black-sports-shorts/p/itmf7dyzwneksjgc,Solid Men Black Sports Shorts,1499.0,942.0,0,0,True,20-Dec-2018 21:49:42
flipkart,https://www.flipkart.com/nike-zoom-span-2-running-shoes-men/p/itmf3xvqrcavdzhw,ZOOM SPAN 2 Running Shoes For Men,8495.0,4813.0,0,0,True,20-Dec-2018 21:49:45
amazon,B07D8VBYB4,Sujata Powermatic Plus + CH 900-Watt Juicer Mixer Grinder (White),6255.0,5300.0,955.0,15.0,True,20-Dec-2018 21:51:37
amazon,B075JLZ1GF,"Spacewood Joy Queen Size Bed (Woodpore Finish, Natural Wenge)",26128.0,11999.0,14129.0,54.0,True,20-Dec-2018 21:52:14
amazon,B076CHMZQT,NIKE Men's Flex 2017 Rn Blue Running Shoes,0,0,0,0,False,20-Dec-2018 21:52:30
amazon,B078HGLZ95,NIKE Men's Grey Ck Racer 2 Sports Running Shoes (AA2179-002),0,0,0,0,False,20-Dec-2018 21:52:43
amazon,B0772GP9D7,Men's bicycle Short,1599.0,1599.0,0,0,True,20-Dec-2018 21:54:03
amazon,B01NBWMH1X,Santic Cycling Shorts Biking Bicycle Bike Shorts Black Padded,12670.0,10287.86,2382.14,19.0,True,20-Dec-2018 21:54:06
amazon,B01FMZKHQ4,"Sunline Alaska Deep Sea Fish Oil Omega 3 - 100 Softgels, 1000 Mg",999.0,449.0,550.0,55.0,True,20-Dec-2018 21:54:10
amazon,B06XPB6LDJ,"Azani Mens Compression Tights. Sports Baselayer Leggings. Ideal for Running, Gym, Cycling, Yoga & More. Cool Dry Compression Sports Pants - Anthracite Black",1300.0,895.0,0,0,True,20-Dec-2018 21:54:12
amazon,B000GIURIQ,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, 907 g (Delicious Strawberry)",3699.0,2996.0,703.0,19.0,True,20-Dec-2018 21:54:15
amazon,B000GISU1M,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 5 lbs, 2.27 kg (Vanilla Ice Cream)",0,0,0,0,True,20-Dec-2018 21:54:17
amazon,B078N8HR35,Protinex Vanilla Delight - 400 g,520.0,488.0,32.0,6.0,True,20-Dec-2018 21:54:20
amazon,B071JXSRQH,Carbamide Forte Cimvus Fresh-Plus Easily Absorbed Calcium + Extra Vitamin D3 & Vitamin B12 Supplements 60 Tablet,708.0,396.0,312.0,44.0,True,20-Dec-2018 21:54:23
